date,variable,seriesNo,value
2020-09-01,Machinery & Equipment,1.28,66.561
2020-09-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,111.246
2020-09-01,Other Transport Equipment,1.30,44.343
2020-09-01,Furniture,1.31,68.613
2020-10-01,Total,1,78.562
2020-10-01,"Food, Beverage & Tobacco",1.1,98.561
2020-10-01,Wood And Of Products Of Wood And Cork,1.16,67.079
2020-10-01,Paper & Paper Products,1.17,322.925
2020-10-01,Printing And Reproduction Of Recorded Media,1.18,122.915
2020-10-01,Refined Petroleum Products,1.19,74.813
2020-10-01,Chemicals & Chemical Products,1.20,98.348
2020-10-01,Pharmaceuticals And Biological Products,1.21,79.12
2020-10-01,Rubber & Plastic Products,1.22,97.07
2020-10-01,Non-Metallic Mineral Products,1.23,76.647
2020-10-01,Basic Metals,1.24,81.413
2020-10-01,Fabricated Metal Products,1.25,112.246
2020-10-01,"Computer, Electronic & Optical Products",1.26,80.337
2020-10-01,Electrical Equipment,1.27,94.666
2020-10-01,Machinery & Equipment,1.28,75.826
2020-10-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,113.627
2020-10-01,Other Transport Equipment,1.30,43.567
2020-10-01,Furniture,1.31,76.012
2020-11-01,Total,1,78.905
2020-11-01,"Food, Beverage & Tobacco",1.1,86.316
2020-11-01,Wood And Of Products Of Wood And Cork,1.16,70.189
2020-11-01,Paper & Paper Products,1.17,313.487
2020-11-01,Printing And Reproduction Of Recorded Media,1.18,127.825
2020-11-01,Refined Petroleum Products,1.19,73.477
2020-11-01,Chemicals & Chemical Products,1.20,104.808
2020-11-01,Pharmaceuticals And Biological Products,1.21,96.182
2020-11-01,Rubber & Plastic Products,1.22,97.172
2020-11-01,Non-Metallic Mineral Products,1.23,83.052
2020-11-01,Basic Metals,1.24,79.676
2020-11-01,Fabricated Metal Products,1.25,113.848
2020-11-01,"Computer, Electronic & Optical Products",1.26,78.856
2020-11-01,Electrical Equipment,1.27,95.731
2020-11-01,Machinery & Equipment,1.28,62.96
2020-11-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,109.211
2020-11-01,Other Transport Equipment,1.30,43.918
2020-11-01,Furniture,1.31,77.111
2020-12-01,Total,1,84.717
2020-12-01,"Food, Beverage & Tobacco",1.1,87.907
2020-12-01,Wood And Of Products Of Wood And Cork,1.16,75.673
2020-12-01,Paper & Paper Products,1.17,334.562
2020-12-01,Printing And Reproduction Of Recorded Media,1.18,146.704
2020-12-01,Refined Petroleum Products,1.19,78.977
2020-12-01,Chemicals & Chemical Products,1.20,117.683
2020-12-01,Pharmaceuticals And Biological Products,1.21,64.934
2020-12-01,Rubber & Plastic Products,1.22,102.075
2020-12-01,Non-Metallic Mineral Products,1.23,91.938
2020-12-01,Basic Metals,1.24,100.351
2020-12-01,Fabricated Metal Products,1.25,118.153
2020-12-01,"Computer, Electronic & Optical Products",1.26,89.034
2020-12-01,Electrical Equipment,1.27,113.299
2020-12-01,Machinery & Equipment,1.28,84.367
2020-12-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,122.642
2020-12-01,Other Transport Equipment,1.30,40.715
2020-12-01,Furniture,1.31,106.786
2021-01-01,Total,1,89.877
2021-01-01,"Food, Beverage & Tobacco",1.1,99.407
2021-01-01,Wood And Of Products Of Wood And Cork,1.16,74.885
2021-01-01,Paper & Paper Products,1.17,312.202
2021-01-01,Printing And Reproduction Of Recorded Media,1.18,117.633
2021-01-01,Refined Petroleum Products,1.19,78.767
2021-01-01,Chemicals & Chemical Products,1.20,122.247
2021-01-01,Pharmaceuticals And Biological Products,1.21,126.49
2021-01-01,Rubber & Plastic Products,1.22,99.55
2021-01-01,Non-Metallic Mineral Products,1.23,86.824
2021-01-01,Basic Metals,1.24,91.262
2021-01-01,Fabricated Metal Products,1.25,113.774
2021-01-01,"Computer, Electronic & Optical Products",1.26,88.326
2021-01-01,Electrical Equipment,1.27,91.485
2021-01-01,Machinery & Equipment,1.28,80.778
2021-01-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,105.689
2021-01-01,Other Transport Equipment,1.30,43.044
2021-01-01,Furniture,1.31,78.784
2021-02-01,Total,1,76.21
2021-02-01,"Food, Beverage & Tobacco",1.1,90.133
2021-02-01,Wood And Of Products Of Wood And Cork,1.16,67.755
2021-02-01,Paper & Paper Products,1.17,263.429
2021-02-01,Printing And Reproduction Of Recorded Media,1.18,92.425
2021-02-01,Refined Petroleum Products,1.19,76.532
2021-02-01,Chemicals & Chemical Products,1.20,112.442
2021-02-01,Pharmaceuticals And Biological Products,1.21,96.618
2021-02-01,Rubber & Plastic Products,1.22,91.204
2021-02-01,Non-Metallic Mineral Products,1.23,76.773
2021-02-01,Basic Metals,1.24,93.062
2021-02-01,Fabricated Metal Products,1.25,107.322
2021-02-01,"Computer, Electronic & Optical Products",1.26,71.173
2021-02-01,Electrical Equipment,1.27,79.166
2021-02-01,Machinery & Equipment,1.28,64.007
2021-02-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,93.84
2021-02-01,Other Transport Equipment,1.30,45.406
2021-02-01,Furniture,1.31,56.367
2021-03-01,Total,1,95.09
2021-03-01,"Food, Beverage & Tobacco",1.1,99.979
2021-03-01,Wood And Of Products Of Wood And Cork,1.16,87.704
2021-03-01,Paper & Paper Products,1.17,355.164
2021-03-01,Printing And Reproduction Of Recorded Media,1.18,115.466
2021-03-01,Refined Petroleum Products,1.19,87.627
2021-03-01,Chemicals & Chemical Products,1.20,123.68
2021-03-01,Pharmaceuticals And Biological Products,1.21,172.06
2021-03-01,Rubber & Plastic Products,1.22,110.562
2021-03-01,Non-Metallic Mineral Products,1.23,96.273
2021-03-01,Basic Metals,1.24,98.757
2021-03-01,Fabricated Metal Products,1.25,131.585
2021-03-01,"Computer, Electronic & Optical Products",1.26,85.858
2021-03-01,Electrical Equipment,1.27,121.144
2021-03-01,Machinery & Equipment,1.28,93.257
2021-03-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,117.896
2021-03-01,Other Transport Equipment,1.30,52.695
2021-03-01,Furniture,1.31,64.525
2021-04-01,Total,1,89.495
2021-04-01,"Food, Beverage & Tobacco",1.1,87.94
2021-04-01,Wood And Of Products Of Wood And Cork,1.16,85.091
2021-04-01,Paper & Paper Products,1.17,294.71
2021-04-01,Printing And Reproduction Of Recorded Media,1.18,104.044
2021-04-01,Refined Petroleum Products,1.19,85.758
2021-04-01,Chemicals & Chemical Products,1.20,118.846
2021-04-01,Pharmaceuticals And Biological Products,1.21,153.734
2021-04-01,Rubber & Plastic Products,1.22,107.23
2021-04-01,Non-Metallic Mineral Products,1.23,90.14
2021-04-01,Basic Metals,1.24,98.643
2021-04-01,Fabricated Metal Products,1.25,119.447
2021-04-01,"Computer, Electronic & Optical Products",1.26,82.838
2021-04-01,Electrical Equipment,1.27,96.013
2021-04-01,Machinery & Equipment,1.28,91.131
2021-04-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,110.56
2021-04-01,Other Transport Equipment,1.30,51.249
2021-04-01,Furniture,1.31,80.4
2021-05-01,Total,1,83.82
2021-05-01,"Food, Beverage & Tobacco",1.1,86.178
2021-05-01,Wood And Of Products Of Wood And Cork,1.16,90.252
2021-05-01,Paper & Paper Products,1.17,295.964
2021-05-01,Printing And Reproduction Of Recorded Media,1.18,94.273
2021-05-01,Refined Petroleum Products,1.19,93.817
2021-05-01,Chemicals & Chemical Products,1.20,116.182
